feedback_id,customer_id,feedback_text,feedback_date,service_impacted,rating
325,527,Ever since Neon updated their network in my area,2023-01-12,Broadband,5
326,948,Neon's family plan offers incredible value. We've saved a lot and haven't had to compromise on service or features.,2022-12-22,Broadband,3
327,587,I'm disappointed with Neon's coverage when I travel. I frequently encounter dead zones on routes where other providers offer consistent service.,2022-12-19,Mobile,5
328,607,I'm thrilled with Neon's rewards program—it's refreshing to see a telco that gives back to loyal customers.,2022-11-21,Broadband,4
329,130,making it difficult to manage my account on the go.,2023-08-29,Streaming,
330,110,Neon's family plan offers incredible value. We've saved a lot and haven't had to compromise on service or features.,2023-01-23,Streaming,5
331,245,Ever since Neon updated their network in my area,2023-01-25,Streaming,1
332,782,Neon's family plan offers incredible value. We've saved a lot and haven't had to compromise on service or features.,2023-02-21,Broadband,2
333,943,Neon's response to my lost phone situation was above and beyond—I had a new device and was back up and running in no time.,2023-02-04,Streaming,4
334,483,I'm disappointed with Neon's coverage when I travel. I frequently encounter dead zones on routes where other providers offer consistent service.,2023-04-11,Mobile,5
335,195,Neon's family plan offers incredible value. We've saved a lot and haven't had to compromise on service or features.,2023-07-26,Mobile,4
336,535,making it difficult to manage my account on the go.,2023-03-11,Streaming,3
337,456,and there are no significant benefits for long-term customers like me.,2023-02-19,Mobile,3
338,203,I'm thrilled with Neon's rewards program—it's refreshing to see a telco that gives back to loyal customers.,2023-02-08,Streaming,2
339,127,Ever since Neon updated their network in my area,2023-01-17,Streaming,4
340,622,Ever since Neon updated their network in my area,2023-06-28,Broadband,2
341,136,The recent transition to Neon's new billing system was seamless. I appreciate the clear and detailed invoices.,2023-11-02,Broadband,2
342,370,I've enjoyed blazing-fast internet speeds on all my devices.,2023-04-22,Mobile,3
343,744,forcing me to rely on Wi-Fi,2022-11-07,Broadband,2
344,91,Ever since Neon updated their network in my area,2023-01-13,Streaming,5
345,564,Despite the quality service,2023-06-25,Mobile,5
346,9,I'm disappointed with Neon's coverage when I travel. I frequently encounter dead zones on routes where other providers offer consistent service.,2023-05-14,Broadband,
347,640,Despite the quality service,2023-07-27,Mobile,4
348,194,I've had recurring issues with Neon's mobile app—it keeps crashing,2023-02-11,Broadband,4
349,665,Neon's signal quality indoors is often weak,2023-11-02,Mobile,4
350,37,forcing me to rely on Wi-Fi,2023-09-01,Broadband,4
351,933,I was pleasantly surprised by the knowledge and patience of the Neon technician who installed our home broadband. A real professional!,2023-09-20,Mobile,4
352,944,I was pleasantly surprised by the knowledge and patience of the Neon technician who installed our home broadband. A real professional!,2023-10-30,Broadband,5
353,976,I've enjoyed blazing-fast internet speeds on all my devices.,2023-09-11,Broadband,3
354,890,I've had recurring issues with Neon's mobile app—it keeps crashing,2023-05-09,Broadband,3
355,640,I was pleasantly surprised by the knowledge and patience of the Neon technician who installed our home broadband. A real professional!,2023-04-18,,5
356,811,Neon's pricing is becoming prohibitive,2022-12-08,Streaming,2
357,487,making it difficult to manage my account on the go.,2023-08-16,Mobile,1
358,367,I've enjoyed blazing-fast internet speeds on all my devices.,2023-07-23,Broadband,5
359,46,Neon's response to my lost phone situation was above and beyond—I had a new device and was back up and running in no time.,2023-09-13,Mobile,1
360,610,Despite the quality service,2023-08-31,Mobile,4
361,411,Ever since Neon updated their network in my area,2023-08-04,Mobile,5
362,332,The recent transition to Neon's new billing system was seamless. I appreciate the clear and detailed invoices.,2023-10-15,Broadband,4
363,721,no matter the hour.,2023-03-07,Broadband,4
364,75,Despite the quality service,2023-04-22,Mobile,2
365,288,Neon's signal quality indoors is often weak,2023-10-17,Streaming,1
366,282,forcing me to rely on Wi-Fi,2023-10-09,Mobile,1
367,278,I'm disappointed with Neon's coverage when I travel. I frequently encounter dead zones on routes where other providers offer consistent service.,2023-10-09,Streaming,3
368,598,I've enjoyed blazing-fast internet speeds on all my devices.,2022-12-17,Mobile,5
369,805,I'm disappointed with Neon's coverage when I travel. I frequently encounter dead zones on routes where other providers offer consistent service.,2023-10-06,Mobile,4
370,437,Neon's family plan offers incredible value. We've saved a lot and haven't had to compromise on service or features.,2023-06-19,Mobile,5
371,949,forcing me to rely on Wi-Fi,2022-12-16,Broadband,2
372,493,Neon's signal quality indoors is often weak,2023-07-27,Mobile,2
373,833,Neon's signal quality indoors is often weak,2023-10-22,Broadband,4
374,573,Neon's response to my lost phone situation was above and beyond—I had a new device and was back up and running in no time.,2023-08-18,Mobile,1
375,157,Despite the quality service,2023-01-17,Mobile,1
376,351,I'm thrilled with Neon's rewards program—it's refreshing to see a telco that gives back to loyal customers.,2023-09-10,Mobile,5
377,873,making it difficult to manage my account on the go.,2023-08-14,Mobile,5
378,506,I was pleasantly surprised by the knowledge and patience of the Neon technician who installed our home broadband. A real professional!,2023-06-30,Streaming,2
379,331,making it difficult to manage my account on the go.,2023-03-24,Mobile,1
380,353,making it difficult to manage my account on the go.,2023-09-27,Broadband,5
381,606,I'm thrilled with Neon's rewards program—it's refreshing to see a telco that gives back to loyal customers.,2023-10-15,Mobile,2
382,522,Neon's response to my lost phone situation was above and beyond—I had a new device and was back up and running in no time.,2023-03-06,Streaming,2
383,846,Neon's 24/7 customer support has never let me down—there's always someone ready to help,2022-12-30,Mobile,1
384,991,Ever since Neon updated their network in my area,2023-04-17,Mobile,4
385,76,Neon's signal quality indoors is often weak,2023-07-23,Broadband,3
386,56,making it difficult to manage my account on the go.,2023-04-23,Streaming,1
387,198,Neon's response to my lost phone situation was above and beyond—I had a new device and was back up and running in no time.,2023-03-06,Broadband,1
388,307,Despite the quality service,2023-10-13,Mobile,4
389,814,making it difficult to manage my account on the go.,2022-12-29,Broadband,2
390,928,I was pleasantly surprised by the knowledge and patience of the Neon technician who installed our home broadband. A real professional!,2023-04-13,Streaming,3
391,75,Neon's response to my lost phone situation was above and beyond—I had a new device and was back up and running in no time.,2023-06-02,Streaming,1
392,767,I'm thrilled with Neon's rewards program—it's refreshing to see a telco that gives back to loyal customers.,2023-01-27,Mobile,3
393,892,Neon's signal quality indoors is often weak,2022-12-26,Broadband,3
394,822,Despite the quality service,2023-01-29,Mobile,5
395,986,Neon's pricing is becoming prohibitive,2023-01-01,Broadband,5
396,150,Neon's response to my lost phone situation was above and beyond—I had a new device and was back up and running in no time.,2023-06-23,Broadband,1
397,92,Despite the quality service,2023-03-30,Streaming,3
398,556,Neon's response to my lost phone situation was above and beyond—I had a new device and was back up and running in no time.,2023-10-28,Broadband,2
399,214,I've had recurring issues with Neon's mobile app—it keeps crashing,2023-03-13,Broadband,5
400,480,Neon's signal quality indoors is often weak,2022-12-21,Broadband,2
401,32,Neon's family plan offers incredible value. We've saved a lot and haven't had to compromise on service or features.,2023-06-14,Broadband,3
402,1,Ever since Neon updated their network in my area,2023-04-10,Streaming,5
403,122,Neon's family plan offers incredible value. We've saved a lot and haven't had to compromise on service or features.,2023-09-16,Mobile,2
404,263,Despite the quality service,2023-08-25,Mobile,2
405,264,no matter the hour.,2023-02-07,Mobile,1
406,2,and there are no significant benefits for long-term customers like me.,2023-08-04,Mobile,5
407,117,The recent transition to Neon's new billing system was seamless. I appreciate the clear and detailed invoices.,2022-11-17,Streaming,1
408,983,Neon's 24/7 customer support has never let me down—there's always someone ready to help,2023-07-07,Broadband,1
409,226,Ever since Neon updated their network in my area,2023-10-13,Mobile,
410,582,I've had recurring issues with Neon's mobile app—it keeps crashing,2023-04-04,Mobile,5
411,846,forcing me to rely on Wi-Fi,2023-10-05,Broadband,1
412,141,Neon's 24/7 customer support has never let me down—there's always someone ready to help,2023-08-26,Broadband,2
413,35,Neon's family plan offers incredible value. We've saved a lot and haven't had to compromise on service or features.,2023-04-27,Broadband,1
414,858,making it difficult to manage my account on the go.,2023-04-18,Broadband,3
415,721,I'm disappointed with Neon's coverage when I travel. I frequently encounter dead zones on routes where other providers offer consistent service.,2023-02-27,Streaming,5
416,245,Neon's signal quality indoors is often weak,2022-11-25,Streaming,3
417,211,Ever since Neon updated their network in my area,2023-05-23,Broadband,3
418,487,Neon's response to my lost phone situation was above and beyond—I had a new device and was back up and running in no time.,2023-06-23,Mobile,1
419,848,Neon's response to my lost phone situation was above and beyond—I had a new device and was back up and running in no time.,2023-08-14,Broadband,4
420,580,I've had recurring issues with Neon's mobile app—it keeps crashing,2023-01-29,Broadband,4
421,759,The recent transition to Neon's new billing system was seamless. I appreciate the clear and detailed invoices.,2023-08-06,Streaming,3
422,636,Neon's 24/7 customer support has never let me down—there's always someone ready to help,2023-09-29,Streaming,2
423,531,no matter the hour.,2023-06-16,Broadband,4
424,409,and there are no significant benefits for long-term customers like me.,2023-04-20,Streaming,1
425,144,I'm thrilled with Neon's rewards program—it's refreshing to see a telco that gives back to loyal customers.,2023-06-30,Mobile,5
426,558,Despite the quality service,2022-12-23,Mobile,2
427,413,and there are no significant benefits for long-term customers like me.,2023-10-21,Streaming,1
428,334,and there are no significant benefits for long-term customers like me.,2023-06-20,,5
429,59,making it difficult to manage my account on the go.,2023-10-03,Mobile,5
430,824,Neon's 24/7 customer support has never let me down—there's always someone ready to help,2022-12-23,Streaming,3
431,8,I've had recurring issues with Neon's mobile app—it keeps crashing,2023-10-03,Streaming,4
432,545,Neon's response to my lost phone situation was above and beyond—I had a new device and was back up and running in no time.,2023-04-04,Streaming,4
433,32,Neon's pricing is becoming prohibitive,2023-02-12,Mobile,2
434,497,Despite the quality service,2022-12-06,Broadband,1
435,516,Neon's family plan offers incredible value. We've saved a lot and haven't had to compromise on service or features.,2023-07-25,Streaming,3
436,745,I've had recurring issues with Neon's mobile app—it keeps crashing,2023-06-27,Streaming,1
437,676,no matter the hour.,2023-08-08,Mobile,2
438,56,Ever since Neon updated their network in my area,2023-09-05,Broadband,1
439,67,and there are no significant benefits for long-term customers like me.,2022-11-18,Streaming,
440,290,I'm disappointed with Neon's coverage when I travel. I frequently encounter dead zones on routes where other providers offer consistent service.,2023-01-23,Mobile,1
441,772,Despite the quality service,2023-03-12,Streaming,4
442,378,making it difficult to manage my account on the go.,2023-06-20,Broadband,5
443,565,Neon's response to my lost phone situation was above and beyond—I had a new device and was back up and running in no time.,2023-02-02,Streaming,1
444,929,I was pleasantly surprised by the knowledge and patience of the Neon technician who installed our home broadband. A real professional!,2022-11-20,Broadband,3
445,193,forcing me to rely on Wi-Fi,2022-11-15,Streaming,2
446,808,no matter the hour.,2023-06-12,Broadband,4
447,387,I'm thrilled with Neon's rewards program—it's refreshing to see a telco that gives back to loyal customers.,2023-07-03,Streaming,5
448,664,Neon's 24/7 customer support has never let me down—there's always someone ready to help,2023-01-19,Streaming,1
449,908,no matter the hour.,2023-10-07,,2
450,290,Neon's response to my lost phone situation was above and beyond—I had a new device and was back up and running in no time.,2023-02-02,Mobile,2
451,639,Ever since Neon updated their network in my area,2023-02-15,Mobile,4
452,595,Neon's signal quality indoors is often weak,2023-07-09,Broadband,4
453,752,Ever since Neon updated their network in my area,2023-07-22,Streaming,2
454,682,I was pleasantly surprised by the knowledge and patience of the Neon technician who installed our home broadband. A real professional!,2023-06-21,Broadband,1
455,21,I'm disappointed with Neon's coverage when I travel. I frequently encounter dead zones on routes where other providers offer consistent service.,2023-03-10,Broadband,4
456,816,Neon's 24/7 customer support has never let me down—there's always someone ready to help,2022-12-17,Broadband,3
457,491,The recent transition to Neon's new billing system was seamless. I appreciate the clear and detailed invoices.,2023-03-12,Broadband,3
458,77,I've enjoyed blazing-fast internet speeds on all my devices.,2023-02-14,Mobile,4
459,172,The recent transition to Neon's new billing system was seamless. I appreciate the clear and detailed invoices.,2023-07-30,Mobile,2
460,148,Neon's 24/7 customer support has never let me down—there's always someone ready to help,2023-03-05,Broadband,2
461,102,Ever since Neon updated their network in my area,2023-06-10,Streaming,1
462,708,I've enjoyed blazing-fast internet speeds on all my devices.,2023-07-21,Mobile,5
463,739,Neon's family plan offers incredible value. We've saved a lot and haven't had to compromise on service or features.,2023-09-26,Streaming,4
464,147,The recent transition to Neon's new billing system was seamless. I appreciate the clear and detailed invoices.,2023-07-25,Mobile,4
465,788,Neon's response to my lost phone situation was above and beyond—I had a new device and was back up and running in no time.,2023-01-30,Mobile,3
466,87,Neon's pricing is becoming prohibitive,2023-05-13,Streaming,2
467,940,I've had recurring issues with Neon's mobile app—it keeps crashing,2023-10-14,Mobile,4
468,551,Neon's family plan offers incredible value. We've saved a lot and haven't had to compromise on service or features.,2023-07-23,Streaming,2
469,635,I've had recurring issues with Neon's mobile app—it keeps crashing,2023-01-15,Streaming,
470,755,making it difficult to manage my account on the go.,2023-08-10,Broadband,4
471,45,Neon's family plan offers incredible value. We've saved a lot and haven't had to compromise on service or features.,2023-05-31,Streaming,5
472,330,Neon's pricing is becoming prohibitive,2023-01-15,Mobile,4
473,610,and there are no significant benefits for long-term customers like me.,2022-12-02,Streaming,3
474,638,Neon's family plan offers incredible value. We've saved a lot and haven't had to compromise on service or features.,2023-04-14,Streaming,3
475,821,Ever since Neon updated their network in my area,2022-12-25,Broadband,5
476,350,and there are no significant benefits for long-term customers like me.,2022-12-20,Broadband,3
477,80,The recent transition to Neon's new billing system was seamless. I appreciate the clear and detailed invoices.,2023-03-31,Broadband,4
478,254,Neon's family plan offers incredible value. We've saved a lot and haven't had to compromise on service or features.,2023-04-20,Streaming,5
479,3,I'm disappointed with Neon's coverage when I travel. I frequently encounter dead zones on routes where other providers offer consistent service.,2023-09-13,Mobile,5
480,752,Neon's signal quality indoors is often weak,2023-11-05,Mobile,4
481,806,I've had recurring issues with Neon's mobile app—it keeps crashing,2023-04-02,Mobile,4
482,880,The recent transition to Neon's new billing system was seamless. I appreciate the clear and detailed invoices.,2022-12-12,Streaming,5
483,683,Neon's 24/7 customer support has never let me down—there's always someone ready to help,2022-12-22,Broadband,5
484,344,and there are no significant benefits for long-term customers like me.,2023-05-19,Broadband,2
485,290,Ever since Neon updated their network in my area,2023-06-05,Streaming,2
486,113,Neon's signal quality indoors is often weak,2023-06-11,Streaming,4
487,185,I'm thrilled with Neon's rewards program—it's refreshing to see a telco that gives back to loyal customers.,2023-09-09,Broadband,4
488,356,Neon's response to my lost phone situation was above and beyond—I had a new device and was back up and running in no time.,2023-06-15,Broadband,3
489,976,Neon's signal quality indoors is often weak,2023-02-17,Broadband,5
490,455,forcing me to rely on Wi-Fi,2023-04-26,Mobile,
491,710,Neon's response to my lost phone situation was above and beyond—I had a new device and was back up and running in no time.,2022-12-07,Streaming,2
492,726,Neon's signal quality indoors is often weak,2023-01-20,Mobile,3
493,339,forcing me to rely on Wi-Fi,2023-04-29,Mobile,3
494,846,Neon's family plan offers incredible value. We've saved a lot and haven't had to compromise on service or features.,2023-01-03,Mobile,5
495,45,Neon's family plan offers incredible value. We've saved a lot and haven't had to compromise on service or features.,2023-04-28,Mobile,2
496,133,Ever since Neon updated their network in my area,2023-10-25,Streaming,1
497,974,Neon's family plan offers incredible value. We've saved a lot and haven't had to compromise on service or features.,2023-09-20,Mobile,2
498,648,and there are no significant benefits for long-term customers like me.,2023-03-21,Broadband,4
499,318,Neon's family plan offers incredible value. We've saved a lot and haven't had to compromise on service or features.,2023-11-03,Streaming,1
500,624,I've enjoyed blazing-fast internet speeds on all my devices.,2022-11-24,Broadband,3
501,319,Neon's response to my lost phone situation was above and beyond—I had a new device and was back up and running in no time.,2023-05-06,Broadband,3
502,74,Neon's family plan offers incredible value. We've saved a lot and haven't had to compromise on service or features.,2023-01-19,Mobile,1
503,928,I've had recurring issues with Neon's mobile app—it keeps crashing,2023-07-02,Broadband,5
504,271,Neon's family plan offers incredible value. We've saved a lot and haven't had to compromise on service or features.,2023-06-01,Streaming,4
505,126,I've had recurring issues with Neon's mobile app—it keeps crashing,2023-09-02,Mobile,1
506,22,Neon's family plan offers incredible value. We've saved a lot and haven't had to compromise on service or features.,2023-08-22,Streaming,3
507,572,I was pleasantly surprised by the knowledge and patience of the Neon technician who installed our home broadband. A real professional!,2023-04-25,Streaming,4
508,760,I've enjoyed blazing-fast internet speeds on all my devices.,2023-10-24,Mobile,1
509,3,Neon's signal quality indoors is often weak,2023-10-18,Streaming,4
510,768,and there are no significant benefits for long-term customers like me.,2023-08-06,Mobile,3
511,191,I'm thrilled with Neon's rewards program—it's refreshing to see a telco that gives back to loyal customers.,2023-08-14,Streaming,2
512,465,Despite the quality service,2023-10-31,Mobile,1
513,94,I've had recurring issues with Neon's mobile app—it keeps crashing,2023-05-14,Mobile,4
514,934,I've had recurring issues with Neon's mobile app—it keeps crashing,2023-08-14,Mobile,5
515,577,I've had recurring issues with Neon's mobile app—it keeps crashing,2023-01-19,Mobile,3
516,920,forcing me to rely on Wi-Fi,2023-07-26,Broadband,3
517,541,making it difficult to manage my account on the go.,2023-04-25,Broadband,5
518,181,Ever since Neon updated their network in my area,2023-06-05,Mobile,5
519,129,The recent transition to Neon's new billing system was seamless. I appreciate the clear and detailed invoices.,2023-10-22,Streaming,5
520,596,making it difficult to manage my account on the go.,2023-08-04,Broadband,1
521,459,making it difficult to manage my account on the go.,2022-12-24,Streaming,3
522,943,I was pleasantly surprised by the knowledge and patience of the Neon technician who installed our home broadband. A real professional!,2023-04-13,Broadband,1
523,781,I was pleasantly surprised by the knowledge and patience of the Neon technician who installed our home broadband. A real professional!,2023-03-29,Mobile,
524,630,Neon's 24/7 customer support has never let me down—there's always someone ready to help,2023-05-26,Mobile,3
525,716,Neon's response to my lost phone situation was above and beyond—I had a new device and was back up and running in no time.,2023-09-22,Broadband,2
526,662,Neon's family plan offers incredible value. We've saved a lot and haven't had to compromise on service or features.,2023-03-03,Mobile,3
527,60,Neon's family plan offers incredible value. We've saved a lot and haven't had to compromise on service or features.,2023-07-29,Broadband,3
528,785,Neon's pricing is becoming prohibitive,2023-11-04,Streaming,3
529,130,Neon's response to my lost phone situation was above and beyond—I had a new device and was back up and running in no time.,2023-03-27,Broadband,1
530,819,I was pleasantly surprised by the knowledge and patience of the Neon technician who installed our home broadband. A real professional!,2022-11-18,Mobile,3
531,746,no matter the hour.,2023-10-02,Mobile,1
532,13,I'm disappointed with Neon's coverage when I travel. I frequently encounter dead zones on routes where other providers offer consistent service.,2022-12-03,Mobile,1
533,583,Neon's family plan offers incredible value. We've saved a lot and haven't had to compromise on service or features.,2023-08-30,Streaming,5
534,855,I'm thrilled with Neon's rewards program—it's refreshing to see a telco that gives back to loyal customers.,2023-03-16,Broadband,5
535,734,and there are no significant benefits for long-term customers like me.,2023-04-14,Streaming,1
536,305,no matter the hour.,2022-12-16,Streaming,5
537,819,The recent transition to Neon's new billing system was seamless. I appreciate the clear and detailed invoices.,2023-10-28,Mobile,1
538,515,Neon's signal quality indoors is often weak,2022-12-29,Streaming,1
539,957,making it difficult to manage my account on the go.,2023-09-15,Broadband,5
540,453,making it difficult to manage my account on the go.,2022-12-24,Streaming,1
541,440,I'm disappointed with Neon's coverage when I travel. I frequently encounter dead zones on routes where other providers offer consistent service.,2022-12-20,Broadband,4
542,592,Neon's signal quality indoors is often weak,2023-08-13,Streaming,5
543,153,I'm disappointed with Neon's coverage when I travel. I frequently encounter dead zones on routes where other providers offer consistent service.,2022-11-18,Broadband,2
544,400,no matter the hour.,2023-05-22,Streaming,5
545,517,Neon's response to my lost phone situation was above and beyond—I had a new device and was back up and running in no time.,2023-02-25,Broadband,1
546,636,I'm disappointed with Neon's coverage when I travel. I frequently encounter dead zones on routes where other providers offer consistent service.,2023-08-03,,2
547,787,I've had recurring issues with Neon's mobile app—it keeps crashing,2023-05-02,Streaming,5
548,980,Despite the quality service,2022-12-31,Broadband,5
549,858,making it difficult to manage my account on the go.,2023-01-04,Mobile,2
550,173,Neon's pricing is becoming prohibitive,2022-12-31,Streaming,4
551,522,I've enjoyed blazing-fast internet speeds on all my devices.,2022-11-25,Mobile,1
552,623,making it difficult to manage my account on the go.,2023-03-01,Mobile,2
553,718,and there are no significant benefits for long-term customers like me.,2023-10-17,Streaming,2
554,13,I've had recurring issues with Neon's mobile app—it keeps crashing,2023-04-23,Streaming,2
555,763,I'm thrilled with Neon's rewards program—it's refreshing to see a telco that gives back to loyal customers.,2022-12-19,Mobile,2
556,991,forcing me to rely on Wi-Fi,2023-04-05,Streaming,3
557,99,The recent transition to Neon's new billing system was seamless. I appreciate the clear and detailed invoices.,2023-03-07,Broadband,1
558,950,Neon's family plan offers incredible value. We've saved a lot and haven't had to compromise on service or features.,2023-10-31,Broadband,5
559,974,forcing me to rely on Wi-Fi,2023-09-28,Broadband,5
560,874,The recent transition to Neon's new billing system was seamless. I appreciate the clear and detailed invoices.,2023-07-30,Streaming,1
561,180,Neon's signal quality indoors is often weak,2023-10-28,,3
562,445,Despite the quality service,2023-08-04,Streaming,4
563,652,forcing me to rely on Wi-Fi,2022-12-04,Streaming,
564,805,Neon's family plan offers incredible value. We've saved a lot and haven't had to compromise on service or features.,2023-09-26,Broadband,4
565,680,Neon's response to my lost phone situation was above and beyond—I had a new device and was back up and running in no time.,2022-12-14,Broadband,2
566,63,Despite the quality service,2023-02-03,Mobile,2
567,412,Neon's response to my lost phone situation was above and beyond—I had a new device and was back up and running in no time.,2023-03-16,Streaming,2
568,498,Neon's pricing is becoming prohibitive,2023-05-30,Broadband,3
569,253,and there are no significant benefits for long-term customers like me.,2023-05-14,Mobile,5
570,729,Ever since Neon updated their network in my area,2023-02-06,Broadband,3
571,782,I'm disappointed with Neon's coverage when I travel. I frequently encounter dead zones on routes where other providers offer consistent service.,2022-12-10,Streaming,5
572,445,Neon's family plan offers incredible value. We've saved a lot and haven't had to compromise on service or features.,2022-11-20,Mobile,1
573,277,I've enjoyed blazing-fast internet speeds on all my devices.,2023-04-15,Mobile,5
574,549,Neon's pricing is becoming prohibitive,2023-09-07,Mobile,4
575,368,and there are no significant benefits for long-term customers like me.,2023-09-17,Streaming,2
576,886,Neon's 24/7 customer support has never let me down—there's always someone ready to help,2023-01-19,Streaming,4
577,727,no matter the hour.,2023-02-14,Streaming,5
578,218,Neon's signal quality indoors is often weak,2022-12-26,Broadband,3
579,470,I'm disappointed with Neon's coverage when I travel. I frequently encounter dead zones on routes where other providers offer consistent service.,2023-01-07,Broadband,
580,688,Ever since Neon updated their network in my area,2023-03-12,Broadband,5
581,178,I've enjoyed blazing-fast internet speeds on all my devices.,2023-07-20,Broadband,2
582,281,Neon's family plan offers incredible value. We've saved a lot and haven't had to compromise on service or features.,2023-05-23,Broadband,3
583,658,I've had recurring issues with Neon's mobile app—it keeps crashing,2022-12-30,Streaming,2
584,601,I was pleasantly surprised by the knowledge and patience of the Neon technician who installed our home broadband. A real professional!,2023-08-27,Streaming,1
585,100,Neon's pricing is becoming prohibitive,2023-04-03,,4
586,247,I was pleasantly surprised by the knowledge and patience of the Neon technician who installed our home broadband. A real professional!,2023-04-16,Mobile,2
587,859,I'm disappointed with Neon's coverage when I travel. I frequently encounter dead zones on routes where other providers offer consistent service.,2023-01-15,Streaming,4
588,505,I've enjoyed blazing-fast internet speeds on all my devices.,2023-01-19,Mobile,2
589,663,Neon's family plan offers incredible value. We've saved a lot and haven't had to compromise on service or features.,2022-11-07,Mobile,2
590,50,I'm disappointed with Neon's coverage when I travel. I frequently encounter dead zones on routes where other providers offer consistent service.,2023-05-02,Streaming,3
591,320,no matter the hour.,2023-02-23,Mobile,4
592,128,I'm disappointed with Neon's coverage when I travel. I frequently encounter dead zones on routes where other providers offer consistent service.,2023-06-25,Broadband,3
593,442,Neon's 24/7 customer support has never let me down—there's always someone ready to help,2023-06-05,Streaming,4
594,593,I've enjoyed blazing-fast internet speeds on all my devices.,2022-12-01,Broadband,3
595,207,Neon's family plan offers incredible value. We've saved a lot and haven't had to compromise on service or features.,2023-08-26,,4
596,834,Neon's family plan offers incredible value. We've saved a lot and haven't had to compromise on service or features.,2022-12-22,Streaming,3
597,827,I'm disappointed with Neon's coverage when I travel. I frequently encounter dead zones on routes where other providers offer consistent service.,2023-05-23,,5
598,140,Neon's pricing is becoming prohibitive,2023-09-29,Broadband,2
599,956,Neon's pricing is becoming prohibitive,2023-02-27,Broadband,4
600,112,I'm disappointed with Neon's coverage when I travel. I frequently encounter dead zones on routes where other providers offer consistent service.,2023-04-19,Streaming,
601,906,I was pleasantly surprised by the knowledge and patience of the Neon technician who installed our home broadband. A real professional!,2023-04-02,Mobile,4
602,402,Neon's response to my lost phone situation was above and beyond—I had a new device and was back up and running in no time.,2022-12-31,Mobile,2
603,656,Neon's signal quality indoors is often weak,2023-01-17,Streaming,5
604,299,no matter the hour.,2023-02-08,Broadband,2
605,50,I'm thrilled with Neon's rewards program—it's refreshing to see a telco that gives back to loyal customers.,2023-04-11,Streaming,3
606,842,I've had recurring issues with Neon's mobile app—it keeps crashing,2023-02-24,Broadband,4
607,82,Neon's signal quality indoors is often weak,2022-12-24,Mobile,3
608,746,and there are no significant benefits for long-term customers like me.,2023-01-16,Broadband,5
609,380,The recent transition to Neon's new billing system was seamless. I appreciate the clear and detailed invoices.,2023-08-31,Broadband,5
610,814,Despite the quality service,2023-02-23,Streaming,5
611,90,The recent transition to Neon's new billing system was seamless. I appreciate the clear and detailed invoices.,2023-05-03,Streaming,1
612,895,making it difficult to manage my account on the go.,2023-07-18,Mobile,2
613,487,Neon's pricing is becoming prohibitive,2022-11-22,Broadband,2
614,917,Neon's response to my lost phone situation was above and beyond—I had a new device and was back up and running in no time.,2023-05-14,Mobile,3
615,303,making it difficult to manage my account on the go.,2023-03-03,Broadband,1
616,309,and there are no significant benefits for long-term customers like me.,2023-01-23,Mobile,5
617,363,Neon's signal quality indoors is often weak,2023-10-08,Streaming,4
618,809,no matter the hour.,2023-08-01,Broadband,3
619,132,I've enjoyed blazing-fast internet speeds on all my devices.,2023-04-28,Broadband,4
620,740,I was pleasantly surprised by the knowledge and patience of the Neon technician who installed our home broadband. A real professional!,2023-01-18,Streaming,4
621,974,Neon's family plan offers incredible value. We've saved a lot and haven't had to compromise on service or features.,2023-10-31,Mobile,2
622,143,Neon's response to my lost phone situation was above and beyond—I had a new device and was back up and running in no time.,2022-12-18,Streaming,2
623,497,I'm thrilled with Neon's rewards program—it's refreshing to see a telco that gives back to loyal customers.,2023-04-13,Streaming,3
624,129,The recent transition to Neon's new billing system was seamless. I appreciate the clear and detailed invoices.,2023-09-17,Broadband,1
625,195,The recent transition to Neon's new billing system was seamless. I appreciate the clear and detailed invoices.,2023-05-21,Streaming,3
626,792,no matter the hour.,2023-06-03,Mobile,1
627,904,Neon's pricing is becoming prohibitive,2023-03-26,,
628,515,Neon's 24/7 customer support has never let me down—there's always someone ready to help,2023-07-07,Broadband,3
629,228,making it difficult to manage my account on the go.,2023-08-26,Broadband,4
630,692,Neon's response to my lost phone situation was above and beyond—I had a new device and was back up and running in no time.,2023-03-22,Mobile,3
631,59,Neon's pricing is becoming prohibitive,2023-08-24,Mobile,4
632,139,Neon's family plan offers incredible value. We've saved a lot and haven't had to compromise on service or features.,2022-12-18,Streaming,
633,94,I was pleasantly surprised by the knowledge and patience of the Neon technician who installed our home broadband. A real professional!,2023-10-05,,3
634,418,Neon's signal quality indoors is often weak,2022-11-09,Mobile,3
635,933,I was pleasantly surprised by the knowledge and patience of the Neon technician who installed our home broadband. A real professional!,2023-09-04,Streaming,3
636,995,Neon's 24/7 customer support has never let me down—there's always someone ready to help,2022-12-02,Broadband,1
637,398,Neon's pricing is becoming prohibitive,2022-12-18,Mobile,4
638,233,Neon's signal quality indoors is often weak,2023-06-05,Streaming,1
639,646,I've enjoyed blazing-fast internet speeds on all my devices.,2022-11-23,Streaming,3
640,384,I'm thrilled with Neon's rewards program—it's refreshing to see a telco that gives back to loyal customers.,2023-08-23,Broadband,3
641,218,no matter the hour.,2023-06-03,Mobile,2
642,114,making it difficult to manage my account on the go.,2023-06-14,Broadband,5
643,724,The recent transition to Neon's new billing system was seamless. I appreciate the clear and detailed invoices.,2023-08-03,,3
